ip.src	ip.dst	frame.number	frame.time_relative
192.168.1.50	192.168.1.40	31520	6.008031000
192.168.1.50	192.168.1.40	31537	6.013036000
192.168.1.50	192.168.1.40	31650	6.022441000
192.168.1.50	192.168.1.40	31651	6.022600000
192.168.1.50	192.168.1.40	31652	6.022604000
192.168.1.50	192.168.1.40	31830	6.042677000
192.168.1.50	192.168.1.40	31982	6.062768000
192.168.1.50	192.168.1.40	32158	6.083144000
192.168.1.50	192.168.1.40	32159	6.083150000
192.168.1.50	192.168.1.40	32160	6.083395000
192.168.1.50	192.168.1.40	32247	6.093674000
192.168.1.50	192.168.1.40	32298	6.097976000
192.168.1.50	192.168.1.40	32435	6.113092000
192.168.1.50	192.168.1.40	32613	6.133270000
192.168.1.50	192.168.1.40	32647	6.138720000
192.168.1.50	192.168.1.40	32775	6.154512000
192.168.1.50	192.168.1.40	32776	6.154678000
192.168.1.50	192.168.1.40	32853	6.163875000
192.168.1.50	192.168.1.40	32925	6.169228000
192.168.1.50	192.168.1.40	32997	6.178727000
192.168.1.50	192.168.1.40	33175	6.199037000
192.168.1.50	192.168.1.40	33280	6.209182000
192.168.1.50	192.168.1.40	33284	6.209515000
192.168.1.50	192.168.1.40	33511	6.239306000
192.168.1.50	192.168.1.40	33512	6.239311000
192.168.1.50	192.168.1.40	33573	6.245364000
192.168.1.50	192.168.1.40	33639	6.254709000
192.168.1.50	192.168.1.40	33650	6.255162000
192.168.1.50	192.168.1.40	33882	6.280258000
192.168.1.50	192.168.1.40	33943	6.285521000
192.168.1.50	192.168.1.40	33998	6.294693000
192.168.1.50	192.168.1.40	34081	6.305420000
192.168.1.50	192.168.1.40	34082	6.305427000
192.168.1.50	192.168.1.40	34187	6.316058000
192.168.1.50	192.168.1.40	34363	6.334915000
192.168.1.50	192.168.1.40	34418	6.340344000
192.168.1.50	192.168.1.40	34655	6.370782000
192.168.1.50	192.168.1.40	34717	6.375340000
192.168.1.50	192.168.1.40	34723	6.375504000
192.168.1.50	192.168.1.40	34761	6.380765000
192.168.1.50	192.168.1.40	34763	6.380915000
192.168.1.50	192.168.1.40	34848	6.395514000
192.168.1.50	192.168.1.40	34953	6.405508000
192.168.1.50	192.168.1.40	35107	6.421258000
192.168.1.50	192.168.1.40	35276	6.441240000
192.168.1.50	192.168.1.40	35373	6.451622000
192.168.1.50	192.168.1.40	35407	6.456161000
192.168.1.50	192.168.1.40	35464	6.461232000
192.168.1.50	192.168.1.40	35475	6.461772000
192.168.1.50	192.168.1.40	35482	6.466313000
192.168.1.50	192.168.1.40	35672	6.486426000
192.168.1.50	192.168.1.40	35833	6.501252000
192.168.1.50	192.168.1.40	35967	6.522088000
192.168.1.50	192.168.1.40	36022	6.526889000
192.168.1.50	192.168.1.40	36064	6.532080000
192.168.1.50	192.168.1.40	36121	6.536997000
192.168.1.50	192.168.1.40	36131	6.537362000
192.168.1.50	192.168.1.40	36158	6.542966000
192.168.1.50	192.168.1.40	36370	6.566887000
192.168.1.50	192.168.1.40	36471	6.577397000
192.168.1.50	192.168.1.40	36619	6.597027000
192.168.1.50	192.168.1.40	36789	6.617306000
192.168.1.50	192.168.1.40	36794	6.617491000
192.168.1.50	192.168.1.40	36849	6.623350000
192.168.1.50	192.168.1.40	36850	6.623565000
192.168.1.50	192.168.1.40	36891	6.627248000
192.168.1.50	192.168.1.40	36925	6.632559000
192.168.1.50	192.168.1.40	37114	6.652944000
192.168.1.50	192.168.1.40	37213	6.663114000
192.168.1.50	192.168.1.40	37400	6.688088000
192.168.1.50	192.168.1.40	37408	6.688404000
192.168.1.50	192.168.1.40	37509	6.697869000
192.168.1.50	192.168.1.40	37512	6.698006000
192.168.1.50	192.168.1.40	37514	6.698161000
192.168.1.50	192.168.1.40	37577	6.708562000
192.168.1.50	192.168.1.40	37723	6.723572000
192.168.1.50	192.168.1.40	37917	6.744517000
192.168.1.50	192.168.1.40	37997	6.753869000
192.168.1.50	192.168.1.40	38129	6.768521000
192.168.1.50	192.168.1.40	38130	6.768753000
192.168.1.50	192.168.1.40	38185	6.775129000
192.168.1.50	192.168.1.40	38217	6.778606000
192.168.1.50	192.168.1.40	38270	6.784108000
192.168.1.50	192.168.1.40	38483	6.809246000
192.168.1.50	192.168.1.40	38616	6.824104000
192.168.1.50	192.168.1.40	38649	6.830288000
192.168.1.50	192.168.1.40	38763	6.844860000
192.168.1.50	192.168.1.40	38817	6.849513000
192.168.1.50	192.168.1.40	38862	6.854541000
192.168.1.50	192.168.1.40	38961	6.864359000
192.168.1.50	192.168.1.40	38962	6.864365000
192.168.1.50	192.168.1.40	39099	6.879615000
192.168.1.50	192.168.1.40	39330	6.910018000
192.168.1.50	192.168.1.40	39430	6.920948000
192.168.1.50	192.168.1.40	39431	6.920956000
192.168.1.50	192.168.1.40	39501	6.930113000
192.168.1.50	192.168.1.40	39550	6.936131000
192.168.1.50	192.168.1.40	39654	6.945044000
192.168.1.50	192.168.1.40	39660	6.945209000
192.168.1.50	192.168.1.40	39856	6.965164000
192.168.1.50	192.168.1.40	39988	6.980672000
192.168.1.50	192.168.1.40	40065	6.991297000
192.168.1.50	192.168.1.40	40068	6.991477000
192.168.1.50	192.168.1.40	40208	7.006930000
192.168.1.50	192.168.1.40	40234	7.010564000
192.168.1.50	192.168.1.40	40332	7.021171000
192.168.1.50	192.168.1.40	40407	7.025577000
192.168.1.50	192.168.1.40	40726	7.065940000
192.168.1.50	192.168.1.40	40751	7.071284000
192.168.1.50	192.168.1.40	40841	7.081693000
192.168.1.50	192.168.1.40	40843	7.081700000
192.168.1.50	192.168.1.40	40871	7.086607000
192.168.1.50	192.168.1.40	41051	7.106944000
192.168.1.50	192.168.1.40	41058	7.107121000
192.168.1.50	192.168.1.40	41176	7.121904000
192.168.1.50	192.168.1.40	41364	7.142303000
192.168.1.50	192.168.1.40	41395	7.147267000
192.168.1.50	192.168.1.40	41534	7.162380000
192.168.1.50	192.168.1.40	41535	7.162390000
192.168.1.50	192.168.1.40	41536	7.162674000
192.168.1.50	192.168.1.40	41860	7.197606000
192.168.1.50	192.168.1.40	41861	7.197612000
192.168.1.50	192.168.1.40	41907	7.202160000
192.168.1.50	192.168.1.40	42097	7.227272000
192.168.1.50	192.168.1.40	42098	7.227926000
192.168.1.50	192.168.1.40	42250	7.242686000
192.168.1.50	192.168.1.40	42251	7.242696000
192.168.1.50	192.168.1.40	42252	7.242895000
192.168.1.50	192.168.1.40	42598	7.282684000
192.168.1.50	192.168.1.40	42599	7.283704000
192.168.1.50	192.168.1.40	42692	7.292743000
192.168.1.50	192.168.1.40	42693	7.292749000
192.168.1.50	192.168.1.40	42798	7.308549000
192.168.1.50	192.168.1.40	42909	7.319048000
192.168.1.50	192.168.1.40	43019	7.329364000
192.168.1.50	192.168.1.40	43020	7.329518000
192.168.1.50	192.168.1.40	43054	7.333296000
192.168.1.50	192.168.1.40	43393	7.373820000
192.168.1.50	192.168.1.40	43452	7.378459000
192.168.1.50	192.168.1.40	43473	7.383931000
192.168.1.50	192.168.1.40	43519	7.389532000
192.168.1.50	192.168.1.40	43623	7.399536000
192.168.1.50	192.168.1.40	43639	7.404131000
192.168.1.50	192.168.1.40	43640	7.404140000
192.168.1.50	192.168.1.40	43738	7.413901000
192.168.1.50	192.168.1.40	44170	7.465185000
192.168.1.50	192.168.1.40	44171	7.465345000
192.168.1.50	192.168.1.40	44242	7.474313000
192.168.1.50	192.168.1.40	44335	7.485252000
192.168.1.50	192.168.1.40	44337	7.485266000
192.168.1.50	192.168.1.40	44340	7.485289000
192.168.1.50	192.168.1.40	44411	7.494978000
192.168.1.50	192.168.1.40	44485	7.500482000
192.168.1.50	192.168.1.40	44854	7.539710000
192.168.1.50	192.168.1.40	44858	7.540370000
192.168.1.50	192.168.1.40	44958	7.554906000
192.168.1.50	192.168.1.40	45011	7.560200000
192.168.1.50	192.168.1.40	45014	7.560311000
192.168.1.50	192.168.1.40	45019	7.560703000
192.168.1.50	192.168.1.40	45071	7.565957000
192.168.1.50	192.168.1.40	45091	7.570254000
192.168.1.50	192.168.1.40	45340	7.595134000
192.168.1.50	192.168.1.40	45574	7.626102000
192.168.1.50	192.168.1.40	45708	7.640492000
192.168.1.50	192.168.1.40	45796	7.645627000
192.168.1.50	192.168.1.40	45800	7.646365000
192.168.1.50	192.168.1.40	45823	7.651180000
192.168.1.50	192.168.1.40	45826	7.651433000
192.168.1.50	192.168.1.40	45864	7.655500000
192.168.1.50	192.168.1.40	46183	7.690926000
192.168.1.50	192.168.1.40	46292	7.705980000
192.168.1.50	192.168.1.40	46463	7.726285000
192.168.1.50	192.168.1.40	46469	7.726967000
192.168.1.50	192.168.1.40	46470	7.726971000
192.168.1.50	192.168.1.40	46551	7.736983000
192.168.1.50	192.168.1.40	46611	7.741346000
192.168.1.50	192.168.1.40	46643	7.747048000
192.168.1.50	192.168.1.40	46832	7.766819000
192.168.1.50	192.168.1.40	47070	7.797625000
192.168.1.50	192.168.1.40	47162	7.806920000
192.168.1.50	192.168.1.40	47163	7.806929000
192.168.1.50	192.168.1.40	47236	7.813440000
192.168.1.50	192.168.1.40	47304	7.822706000
192.168.1.50	192.168.1.40	47308	7.822863000
192.168.1.50	192.168.1.40	47338	7.826893000
192.168.1.50	192.168.1.40	47697	7.867167000
192.168.1.50	192.168.1.40	47763	7.873721000
192.168.1.50	192.168.1.40	47864	7.888269000
192.168.1.50	192.168.1.40	47909	7.893120000
192.168.1.50	192.168.1.40	48027	7.902568000
192.168.1.50	192.168.1.40	48028	7.902574000
192.168.1.50	192.168.1.40	48029	7.902768000
192.168.1.50	192.168.1.40	48031	7.903575000
192.168.1.50	192.168.1.40	48528	7.963598000
192.168.1.50	192.168.1.40	48532	7.963754000
192.168.1.50	192.168.1.40	48556	7.968361000
192.168.1.50	192.168.1.40	48617	7.973845000
192.168.1.50	192.168.1.40	48674	7.984393000
192.168.1.50	192.168.1.40	48787	7.992907000
192.168.1.50	192.168.1.40	48788	7.993159000
192.168.1.50	192.168.1.40	48789	7.993164000
192.168.1.50	192.168.1.40	49265	8.049419000
192.168.1.50	192.168.1.40	49268	8.049621000
192.168.1.50	192.168.1.40	49307	8.053841000
192.168.1.50	192.168.1.40	49356	8.059864000
192.168.1.50	192.168.1.40	49358	8.060010000
192.168.1.50	192.168.1.40	49425	8.074341000
192.168.1.50	192.168.1.40	49495	8.078877000
192.168.1.50	192.168.1.40	49497	8.078897000
192.168.1.50	192.168.1.40	49973	8.134196000
192.168.1.50	192.168.1.40	50028	8.139974000
192.168.1.50	192.168.1.40	50073	8.145169000
192.168.1.50	192.168.1.40	50075	8.145177000
192.168.1.50	192.168.1.40	50117	8.150019000
192.168.1.50	192.168.1.40	50119	8.150031000
192.168.1.50	192.168.1.40	50208	8.159807000
192.168.1.50	192.168.1.40	50231	8.160790000
192.168.1.50	192.168.1.40	50634	8.210577000
192.168.1.50	192.168.1.40	50770	8.225663000
192.168.1.50	192.168.1.40	50771	8.225667000
192.168.1.50	192.168.1.40	50776	8.225981000
192.168.1.50	192.168.1.40	50836	8.235319000
192.168.1.50	192.168.1.40	50850	8.235919000
192.168.1.50	192.168.1.40	50920	8.240153000
192.168.1.50	192.168.1.40	51047	8.255350000
192.168.1.50	192.168.1.40	51291	8.285578000
192.168.1.50	192.168.1.40	51453	8.305912000
192.168.1.50	192.168.1.40	51454	8.305918000
192.168.1.50	192.168.1.40	51457	8.306144000
192.168.1.50	192.168.1.40	51582	8.320957000
192.168.1.50	192.168.1.40	51583	8.321369000
192.168.1.50	192.168.1.40	51638	8.326126000
192.168.1.50	192.168.1.40	51747	8.336140000
192.168.1.50	192.168.1.40	51911	8.356264000
192.168.1.50	192.168.1.40	52125	8.381987000
192.168.1.50	192.168.1.40	52127	8.382000000
192.168.1.50	192.168.1.40	52172	8.386703000
192.168.1.50	192.168.1.40	52254	8.397740000
192.168.1.50	192.168.1.40	52283	8.401565000
192.168.1.50	192.168.1.40	52352	8.407102000
192.168.1.50	192.168.1.40	52353	8.407108000
192.168.1.50	192.168.1.40	52544	8.427830000
192.168.1.50	192.168.1.40	52768	8.452084000
192.168.1.50	192.168.1.40	52769	8.452222000
192.168.1.50	192.168.1.40	52820	8.458125000
192.168.1.50	192.168.1.40	52945	8.478226000
192.168.1.50	192.168.1.40	52994	8.482236000
192.168.1.50	192.168.1.40	53103	8.492903000
192.168.1.50	192.168.1.40	53145	8.497346000
192.168.1.50	192.168.1.40	53194	8.503131000
192.168.1.50	192.168.1.40	53508	8.543151000
192.168.1.50	192.168.1.40	53543	8.548866000
192.168.1.50	192.168.1.40	53560	8.552903000
192.168.1.50	192.168.1.40	53613	8.558387000
192.168.1.50	192.168.1.40	53666	8.563284000
192.168.1.50	192.168.1.40	53714	8.568759000
192.168.1.50	192.168.1.40	53716	8.568771000
192.168.1.50	192.168.1.40	53769	8.572927000
192.168.1.50	192.168.1.40	54116	8.613760000
192.168.1.50	192.168.1.40	54270	8.633847000
192.168.1.50	192.168.1.40	54305	8.639407000
192.168.1.50	192.168.1.40	54359	8.644232000
192.168.1.50	192.168.1.40	54417	8.648597000
192.168.1.50	192.168.1.40	54420	8.648747000
192.168.1.50	192.168.1.40	54422	8.648762000
192.168.1.50	192.168.1.40	54426	8.648919000
192.168.1.50	192.168.1.40	54778	8.688901000
192.168.1.50	192.168.1.40	54843	8.699030000
192.168.1.50	192.168.1.40	54933	8.709090000
192.168.1.50	192.168.1.40	55025	8.719142000
192.168.1.50	192.168.1.40	55061	8.724563000
192.168.1.50	192.168.1.40	55116	8.729387000
192.168.1.50	192.168.1.40	55175	8.734150000
192.168.1.50	192.168.1.40	55176	8.734156000
192.168.1.50	192.168.1.40	55477	8.769631000
192.168.1.50	192.168.1.40	55544	8.779631000
192.168.1.50	192.168.1.40	55672	8.795953000
192.168.1.50	192.168.1.40	55673	8.796111000
192.168.1.50	192.168.1.40	55767	8.805177000
192.168.1.50	192.168.1.40	55769	8.805186000
192.168.1.50	192.168.1.40	55855	8.815225000
192.168.1.50	192.168.1.40	55901	8.819810000
192.168.1.50	192.168.1.40	56133	8.846169000
192.168.1.50	192.168.1.40	56210	8.856177000
192.168.1.50	192.168.1.40	56333	8.871117000
192.168.1.50	192.168.1.40	56337	8.871277000
192.168.1.50	192.168.1.40	56453	8.885367000
192.168.1.50	192.168.1.40	56570	8.895690000
192.168.1.50	192.168.1.40	56581	8.896156000
192.168.1.50	192.168.1.40	56625	8.900426000
192.168.1.50	192.168.1.40	56752	8.916033000
192.168.1.50	192.168.1.40	56801	8.921290000
192.168.1.50	192.168.1.40	56942	8.936169000
192.168.1.50	192.168.1.40	56943	8.936364000
192.168.1.50	192.168.1.40	57100	8.956505000
192.168.1.50	192.168.1.40	57248	8.971130000
192.168.1.50	192.168.1.40	57255	8.971420000
192.168.1.50	192.168.1.40	57391	8.986607000
192.168.1.50	192.168.1.40	57405	8.992430000
192.168.1.50	192.168.1.40	57406	8.992439000
192.168.1.50	192.168.1.40	57676	9.021356000
192.168.1.50	192.168.1.40	57682	9.021538000
192.168.1.50	192.168.1.40	57753	9.031519000
192.168.1.50	192.168.1.40	58038	9.061893000
192.168.1.50	192.168.1.40	58040	9.061903000
192.168.1.50	192.168.1.40	58071	9.067034000
192.168.1.50	192.168.1.40	58072	9.067039000
192.168.1.50	192.168.1.40	58099	9.071989000
192.168.1.50	192.168.1.40	58207	9.087391000
192.168.1.50	192.168.1.40	58322	9.097247000
192.168.1.50	192.168.1.40	58459	9.113146000
192.168.1.50	192.168.1.40	58726	9.148203000
192.168.1.50	192.168.1.40	58727	9.148218000
192.168.1.50	192.168.1.40	58792	9.153501000
192.168.1.50	192.168.1.40	58849	9.157660000
192.168.1.50	192.168.1.40	58855	9.157833000
192.168.1.50	192.168.1.40	58856	9.157980000
192.168.1.50	192.168.1.40	58891	9.163692000
192.168.1.50	192.168.1.40	59180	9.193588000
192.168.1.50	192.168.1.40	59360	9.218432000
192.168.1.50	192.168.1.40	59361	9.218437000
192.168.1.50	192.168.1.40	59475	9.228414000
192.168.1.50	192.168.1.40	59522	9.233600000
192.168.1.50	192.168.1.40	59523	9.233605000
192.168.1.50	192.168.1.40	59524	9.233784000
192.168.1.50	192.168.1.40	59525	9.233943000
192.168.1.50	192.168.1.40	59881	9.274560000
192.168.1.50	192.168.1.40	59984	9.289793000
192.168.1.50	192.168.1.40	59985	9.289800000
192.168.1.50	192.168.1.40	60143	9.309015000
192.168.1.50	192.168.1.40	60144	9.309319000
192.168.1.50	192.168.1.40	60290	9.324505000
192.168.1.50	192.168.1.40	60291	9.324756000
192.168.1.50	192.168.1.40	60294	9.324778000
192.168.1.50	192.168.1.40	60647	9.370409000
192.168.1.50	192.168.1.40	60675	9.374960000
192.168.1.50	192.168.1.40	60682	9.375164000
192.168.1.50	192.168.1.40	60748	9.385016000
192.168.1.50	192.168.1.40	60802	9.390677000
192.168.1.50	192.168.1.40	60963	9.409777000
192.168.1.50	192.168.1.40	61032	9.415743000
192.168.1.50	192.168.1.40	61033	9.415749000
192.168.1.50	192.168.1.40	61294	9.450784000
192.168.1.50	192.168.1.40	61363	9.460273000
192.168.1.50	192.168.1.40	61402	9.466444000
192.168.1.50	192.168.1.40	61464	9.471097000
192.168.1.50	192.168.1.40	61466	9.471106000
192.168.1.50	192.168.1.40	61748	9.505473000
192.168.1.50	192.168.1.40	61749	9.505617000
192.168.1.50	192.168.1.40	61791	9.510496000
192.168.1.50	192.168.1.40	61921	9.531521000
192.168.1.50	192.168.1.40	62070	9.546216000
192.168.1.50	192.168.1.40	62071	9.546221000
192.168.1.50	192.168.1.40	62104	9.551870000
192.168.1.50	192.168.1.40	62131	9.556393000
192.168.1.50	192.168.1.40	62413	9.586205000
192.168.1.50	192.168.1.40	62417	9.586220000
192.168.1.50	192.168.1.40	62509	9.601480000
192.168.1.50	192.168.1.40	62539	9.606799000
192.168.1.50	192.168.1.40	62698	9.622052000
192.168.1.50	192.168.1.40	62699	9.622058000
192.168.1.50	192.168.1.40	62700	9.622288000
192.168.1.50	192.168.1.40	62995	9.657800000
192.168.1.50	192.168.1.40	63105	9.672036000
192.168.1.50	192.168.1.40	63106	9.672602000
192.168.1.50	192.168.1.40	63178	9.682615000
192.168.1.50	192.168.1.40	63179	9.682620000
192.168.1.50	192.168.1.40	63270	9.692264000
192.168.1.50	192.168.1.40	63309	9.697611000
192.168.1.50	192.168.1.40	63340	9.702505000
192.168.1.50	192.168.1.40	63754	9.752885000
192.168.1.50	192.168.1.40	63756	9.752890000
192.168.1.50	192.168.1.40	63821	9.763360000
192.168.1.50	192.168.1.40	63961	9.777905000
192.168.1.50	192.168.1.40	63962	9.777911000
192.168.1.50	192.168.1.40	64008	9.784151000
192.168.1.50	192.168.1.40	64009	9.784159000
192.168.1.50	192.168.1.40	64010	9.784404000
192.168.1.50	192.168.1.40	64451	9.843715000
192.168.1.50	192.168.1.40	64572	9.868864000
192.168.1.50	192.168.1.40	64575	9.869516000
192.168.1.50	192.168.1.40	64657	9.873942000
192.168.1.50	192.168.1.40	64661	9.874150000
192.168.1.50	192.168.1.40	64684	9.879378000
192.168.1.50	192.168.1.40	64685	9.879603000
192.168.1.50	192.168.1.40	64724	9.883993000
192.168.1.50	192.168.1.40	65108	9.929375000
192.168.1.50	192.168.1.40	65279	9.949931000
192.168.1.50	192.168.1.40	65280	9.949937000
192.168.1.50	192.168.1.40	65378	9.959315000
192.168.1.50	192.168.1.40	65379	9.959320000
192.168.1.50	192.168.1.40	65382	9.959494000
192.168.1.50	192.168.1.40	65383	9.959499000
192.168.1.50	192.168.1.40	65419	9.964475000
192.168.1.50	192.168.1.40	65786	10.005389000
192.168.1.50	192.168.1.40	65867	10.015807000
192.168.1.50	192.168.1.40	65868	10.015811000
192.168.1.50	192.168.1.40	66046	10.040476000
192.168.1.50	192.168.1.40	66140	10.044920000
192.168.1.50	192.168.1.40	66145	10.045070000
192.168.1.50	192.168.1.40	66152	10.045257000
192.168.1.50	192.168.1.40	66167	10.045831000
192.168.1.50	192.168.1.40	66451	10.080691000
192.168.1.50	192.168.1.40	66534	10.090508000
192.168.1.50	192.168.1.40	66535	10.090516000
192.168.1.50	192.168.1.40	66634	10.106371000
192.168.1.50	192.168.1.40	66885	10.130862000
192.168.1.50	192.168.1.40	66889	10.131025000
192.168.1.50	192.168.1.40	66892	10.131475000
192.168.1.50	192.168.1.40	66893	10.131480000
192.168.1.50	192.168.1.40	67029	10.151347000
192.168.1.50	192.168.1.40	67221	10.171168000
192.168.1.50	192.168.1.40	67222	10.171176000
192.168.1.50	192.168.1.40	67257	10.176761000
192.168.1.50	192.168.1.40	67528	10.206999000
192.168.1.50	192.168.1.40	67597	10.211496000
192.168.1.50	192.168.1.40	67602	10.211690000
192.168.1.50	192.168.1.40	67603	10.211694000
192.168.1.50	192.168.1.40	67634	10.217525000
192.168.1.50	192.168.1.40	67792	10.237193000
192.168.1.50	192.168.1.40	67793	10.237198000
192.168.1.50	192.168.1.40	67971	10.257119000
192.168.1.50	192.168.1.40	68215	10.287026000
192.168.1.50	192.168.1.40	68296	10.291984000
192.168.1.50	192.168.1.40	68297	10.292224000
192.168.1.50	192.168.1.40	68298	10.292229000
192.168.1.50	192.168.1.40	68344	10.297648000
192.168.1.50	192.168.1.40	68435	10.312893000
192.168.1.50	192.168.1.40	68436	10.312900000
192.168.1.50	192.168.1.40	68602	10.328351000
192.168.1.50	192.168.1.40	69040	10.382804000
192.168.1.50	192.168.1.40	69044	10.383901000
192.168.1.50	192.168.1.40	69045	10.383906000
192.168.1.50	192.168.1.40	69046	10.383909000
192.168.1.50	192.168.1.40	69049	10.384171000
192.168.1.50	192.168.1.40	69131	10.393016000
192.168.1.50	192.168.1.40	69164	10.397918000
192.168.1.50	192.168.1.40	69165	10.398794000
192.168.1.50	192.168.1.40	69168	10.399001000
192.168.1.50	192.168.1.40	69415	10.438524000
192.168.1.50	192.168.1.40	69488	10.443393000
192.168.1.50	192.168.1.40	69489	10.443642000
192.168.1.50	192.168.1.40	69490	10.443647000
192.168.1.50	192.168.1.40	69491	10.443651000
192.168.1.50	192.168.1.40	69497	10.449354000
192.168.1.50	192.168.1.40	69499	10.449361000
192.168.1.50	192.168.1.40	69500	10.449636000
192.168.1.50	192.168.1.40	69893	10.488956000
192.168.1.50	192.168.1.40	70051	10.509139000
192.168.1.50	192.168.1.40	70052	10.509146000
192.168.1.50	192.168.1.40	70130	10.514785000
192.168.1.50	192.168.1.40	70132	10.514799000
192.168.1.50	192.168.1.40	70133	10.514803000
192.168.1.50	192.168.1.40	70174	10.518750000
192.168.1.50	192.168.1.40	70209	10.524756000
192.168.1.50	192.168.1.40	70537	10.559388000
192.168.1.50	192.168.1.40	70687	10.579595000
192.168.1.50	192.168.1.40	70688	10.579601000
192.168.1.50	192.168.1.40	70821	10.599468000
192.168.1.50	192.168.1.40	70823	10.599479000
192.168.1.50	192.168.1.40	70824	10.599629000
192.168.1.50	192.168.1.40	70857	10.605709000
192.168.1.50	192.168.1.40	70895	10.609783000
192.168.1.50	192.168.1.40	71248	10.650850000
192.168.1.50	192.168.1.40	71394	10.671230000
192.168.1.50	192.168.1.40	71427	10.675607000
192.168.1.50	192.168.1.40	71431	10.676032000
192.168.1.50	192.168.1.40	71509	10.680730000
192.168.1.50	192.168.1.40	71513	10.680877000
192.168.1.50	192.168.1.40	71519	10.681094000
192.168.1.50	192.168.1.40	71565	10.685230000
192.168.1.50	192.168.1.40	71566	10.685236000
192.168.1.50	192.168.1.40	71920	10.726182000
192.168.1.50	192.168.1.40	72043	10.741099000
192.168.1.50	192.168.1.40	72082	10.746397000
192.168.1.50	192.168.1.40	72220	10.760875000
192.168.1.50	192.168.1.40	72221	10.760885000
192.168.1.50	192.168.1.40	72222	10.761101000
192.168.1.50	192.168.1.40	72284	10.766620000
192.168.1.50	192.168.1.40	72285	10.766626000
192.168.1.50	192.168.1.40	72698	10.817723000
192.168.1.50	192.168.1.40	72734	10.821557000
192.168.1.50	192.168.1.40	72777	10.826882000
192.168.1.50	192.168.1.40	72877	10.841856000
192.168.1.50	192.168.1.40	72933	10.846370000
192.168.1.50	192.168.1.40	72935	10.847174000
192.168.1.50	192.168.1.40	73089	10.861639000
192.168.1.50	192.168.1.40	73090	10.861647000
192.168.1.50	192.168.1.40	73399	10.898423000
192.168.1.50	192.168.1.40	73401	10.898575000
192.168.1.50	192.168.1.40	73432	10.902422000
192.168.1.50	192.168.1.40	73507	10.912777000
192.168.1.50	192.168.1.40	73551	10.918510000
192.168.1.50	192.168.1.40	73772	10.942283000
192.168.1.50	192.168.1.40	73857	10.952906000
192.168.1.50	192.168.1.40	73858	10.952911000
192.168.1.50	192.168.1.40	74026	10.973047000
192.168.1.50	192.168.1.40	74079	10.978813000
192.168.1.50	192.168.1.40	74080	10.978820000
192.168.1.50	192.168.1.40	74195	10.992982000
192.168.1.50	192.168.1.40	74199	10.993148000
192.168.1.50	192.168.1.40	74479	11.023054000
192.168.1.50	192.168.1.40	74564	11.033406000
192.168.1.50	192.168.1.40	74573	11.033885000
192.168.1.50	192.168.1.40	74619	11.039141000
192.168.1.50	192.168.1.40	74733	11.053811000
192.168.1.50	192.168.1.40	74766	11.058872000
192.168.1.50	192.168.1.40	74910	11.073944000
192.168.1.50	192.168.1.40	74915	11.074142000
192.168.1.50	192.168.1.40	75209	11.108682000
192.168.1.50	192.168.1.40	75212	11.108925000
192.168.1.50	192.168.1.40	75318	11.118864000
192.168.1.50	192.168.1.40	75326	11.119692000
192.168.1.50	192.168.1.40	75341	11.124766000
192.168.1.50	192.168.1.40	75342	11.124772000
192.168.1.50	192.168.1.40	75636	11.155160000
192.168.1.50	192.168.1.40	75723	11.169265000
192.168.1.50	192.168.1.40	75807	11.179654000
192.168.1.50	192.168.1.40	75914	11.194435000
192.168.1.50	192.168.1.40	76037	11.204582000
192.168.1.50	192.168.1.40	76042	11.205620000
192.168.1.50	192.168.1.40	76043	11.205625000
192.168.1.50	192.168.1.40	76044	11.205629000
192.168.1.50	192.168.1.40	76176	11.219908000
192.168.1.50	192.168.1.40	76376	11.239859000
192.168.1.50	192.168.1.40	76409	11.245784000
192.168.1.50	192.168.1.40	76553	11.265511000
192.168.1.50	192.168.1.40	76773	11.285540000
192.168.1.50	192.168.1.40	76774	11.285737000
192.168.1.50	192.168.1.40	76775	11.285741000
192.168.1.50	192.168.1.40	76776	11.285744000
192.168.1.50	192.168.1.40	76796	11.291051000
192.168.1.50	192.168.1.40	77113	11.326156000
192.168.1.50	192.168.1.40	77149	11.330542000
192.168.1.50	192.168.1.40	77207	11.346387000
192.168.1.50	192.168.1.40	77425	11.366372000
192.168.1.50	192.168.1.40	77426	11.366377000
192.168.1.50	192.168.1.40	77427	11.366381000
192.168.1.50	192.168.1.40	77428	11.366526000
192.168.1.50	192.168.1.40	77480	11.371996000
192.168.1.50	192.168.1.40	77776	11.407064000
192.168.1.50	192.168.1.40	77915	11.426937000
192.168.1.50	192.168.1.40	77916	11.426942000
192.168.1.50	192.168.1.40	78112	11.452619000
192.168.1.50	192.168.1.40	78114	11.452624000
192.168.1.50	192.168.1.40	78187	11.456557000
192.168.1.50	192.168.1.40	78190	11.456691000
192.168.1.50	192.168.1.40	78214	11.462038000
192.168.1.50	192.168.1.40	78295	11.472745000
192.168.1.50	192.168.1.40	78533	11.496944000
192.168.1.50	192.168.1.40	78550	11.497737000
192.168.1.50	192.168.1.40	78710	11.517819000
192.168.1.50	192.168.1.40	78711	11.517826000
192.168.1.50	192.168.1.40	78943	11.543372000
192.168.1.50	192.168.1.40	78987	11.547415000
192.168.1.50	192.168.1.40	78992	11.547566000
192.168.1.50	192.168.1.40	78996	11.547938000
192.168.1.50	192.168.1.40	79225	11.577575000
192.168.1.50	192.168.1.40	79226	11.577780000
