ip.src	ip.dst	frame.number	frame.time_relative
192.168.1.40	192.168.1.50	10028	2.500255000
192.168.1.40	192.168.1.50	10247	2.526232000
192.168.1.40	192.168.1.50	10294	2.531006000
192.168.1.40	192.168.1.50	10295	2.531011000
192.168.1.40	192.168.1.50	10449	2.546681000
192.168.1.40	192.168.1.50	10450	2.546687000
192.168.1.40	192.168.1.50	10467	2.551145000
192.168.1.40	192.168.1.50	10744	2.582075000
192.168.1.40	192.168.1.50	10746	2.582113000
192.168.1.40	192.168.1.50	10945	2.607937000
192.168.1.40	192.168.1.50	11105	2.628138000
192.168.1.40	192.168.1.50	11106	2.628143000
192.168.1.40	192.168.1.50	11107	2.628316000
192.168.1.40	192.168.1.50	11108	2.628320000
192.168.1.40	192.168.1.50	11112	2.632612000
192.168.1.40	192.168.1.50	11261	2.663733000
192.168.1.40	192.168.1.50	11262	2.664312000
192.168.1.40	192.168.1.50	11263	2.664316000
192.168.1.40	192.168.1.50	11361	2.693901000
192.168.1.40	192.168.1.50	11362	2.693908000
192.168.1.40	192.168.1.50	11371	2.694498000
192.168.1.40	192.168.1.50	11374	2.694659000
192.168.1.40	192.168.1.50	11427	2.709018000
192.168.1.40	192.168.1.50	11462	2.714468000
192.168.1.40	192.168.1.50	11498	2.724010000
192.168.1.40	192.168.1.50	11499	2.724014000
192.168.1.40	192.168.1.50	11601	2.749784000
192.168.1.40	192.168.1.50	11602	2.750048000
192.168.1.40	192.168.1.50	11603	2.750224000
192.168.1.40	192.168.1.50	11630	2.765091000
192.168.1.40	192.168.1.50	11632	2.765100000
192.168.1.40	192.168.1.50	11711	2.779844000
192.168.1.40	192.168.1.50	11736	2.785130000
192.168.1.40	192.168.1.50	11738	2.785271000
192.168.1.40	192.168.1.50	11804	2.795833000
192.168.1.40	192.168.1.50	11805	2.796080000
192.168.1.40	192.168.1.50	11806	2.796084000
192.168.1.40	192.168.1.50	11947	2.826355000
192.168.1.40	192.168.1.50	12026	2.846919000
192.168.1.40	192.168.1.50	12029	2.847083000
192.168.1.40	192.168.1.50	12048	2.850971000
192.168.1.40	192.168.1.50	12049	2.851221000
192.168.1.40	192.168.1.50	12050	2.851445000
192.168.1.40	192.168.1.50	12056	2.857183000
192.168.1.40	192.168.1.50	12057	2.857187000
192.168.1.40	192.168.1.50	12153	2.891766000
192.168.1.40	192.168.1.50	12271	2.917469000
192.168.1.40	192.168.1.50	12272	2.918014000
192.168.1.40	192.168.1.50	12273	2.918018000
192.168.1.40	192.168.1.50	12313	2.927828000
192.168.1.40	192.168.1.50	12314	2.927833000
192.168.1.40	192.168.1.50	12315	2.927837000
192.168.1.40	192.168.1.50	12316	2.927840000
192.168.1.40	192.168.1.50	12372	2.943508000
192.168.1.40	192.168.1.50	12459	2.958103000
192.168.1.40	192.168.1.50	12460	2.958107000
192.168.1.40	192.168.1.50	12461	2.958311000
192.168.1.40	192.168.1.50	12611	2.988814000
192.168.1.40	192.168.1.50	12613	2.988832000
192.168.1.40	192.168.1.50	12616	2.988948000
192.168.1.40	192.168.1.50	12617	2.988952000
192.168.1.40	192.168.1.50	12630	2.989593000
192.168.1.40	192.168.1.50	12637	2.993823000
192.168.1.40	192.168.1.50	12638	2.993996000
192.168.1.40	192.168.1.50	12639	2.994001000
192.168.1.40	192.168.1.50	12856	3.045063000
192.168.1.40	192.168.1.50	12862	3.049585000
192.168.1.40	192.168.1.50	12863	3.049770000
192.168.1.40	192.168.1.50	12864	3.050580000
192.168.1.40	192.168.1.50	12921	3.060449000
192.168.1.40	192.168.1.50	12922	3.060455000
192.168.1.40	192.168.1.50	12924	3.060641000
192.168.1.40	192.168.1.50	12937	3.064685000
192.168.1.40	192.168.1.50	13023	3.090216000
192.168.1.40	192.168.1.50	13031	3.100145000
192.168.1.40	192.168.1.50	13032	3.100149000
192.168.1.40	192.168.1.50	13136	3.125994000
192.168.1.40	192.168.1.50	13141	3.131966000
192.168.1.40	192.168.1.50	13142	3.131972000
192.168.1.40	192.168.1.50	13143	3.131976000
192.168.1.40	192.168.1.50	13144	3.132107000
192.168.1.40	192.168.1.50	13222	3.146131000
192.168.1.40	192.168.1.50	13235	3.151894000
192.168.1.40	192.168.1.50	13236	3.152049000
192.168.1.40	192.168.1.50	13270	3.171415000
192.168.1.40	192.168.1.50	13313	3.187471000
192.168.1.40	192.168.1.50	13338	3.202573000
192.168.1.40	192.168.1.50	13340	3.202587000
192.168.1.40	192.168.1.50	13341	3.202591000
192.168.1.40	192.168.1.50	13342	3.202595000
192.168.1.40	192.168.1.50	13395	3.212748000
192.168.1.40	192.168.1.50	13396	3.212753000
192.168.1.40	192.168.1.50	13397	3.213427000
192.168.1.40	192.168.1.50	13479	3.237867000
192.168.1.40	192.168.1.50	13588	3.263559000
192.168.1.40	192.168.1.50	13589	3.263566000
192.168.1.40	192.168.1.50	13590	3.263779000
192.168.1.40	192.168.1.50	13612	3.268301000
192.168.1.40	192.168.1.50	13614	3.268767000
192.168.1.40	192.168.1.50	13615	3.268772000
192.168.1.40	192.168.1.50	13616	3.268776000
192.168.1.40	192.168.1.50	13636	3.278573000
192.168.1.40	192.168.1.50	13793	3.318863000
192.168.1.40	192.168.1.50	13794	3.319047000
192.168.1.40	192.168.1.50	13795	3.319051000
192.168.1.40	192.168.1.50	13796	3.319224000
192.168.1.40	192.168.1.50	13864	3.329871000
192.168.1.40	192.168.1.50	13865	3.329875000
192.168.1.40	192.168.1.50	13866	3.329879000
192.168.1.40	192.168.1.50	13867	3.330027000
192.168.1.40	192.168.1.50	13947	3.355032000
192.168.1.40	192.168.1.50	13951	3.359350000
192.168.1.40	192.168.1.50	13953	3.359602000
192.168.1.40	192.168.1.50	13955	3.360312000
192.168.1.40	192.168.1.50	14096	3.400775000
192.168.1.40	192.168.1.50	14097	3.400780000
192.168.1.40	192.168.1.50	14098	3.400784000
192.168.1.40	192.168.1.50	14099	3.400787000
192.168.1.40	192.168.1.50	14110	3.415547000
192.168.1.40	192.168.1.50	14111	3.415914000
192.168.1.40	192.168.1.50	14112	3.415919000
192.168.1.40	192.168.1.50	14113	3.416330000
192.168.1.40	192.168.1.50	14265	3.456348000
192.168.1.40	192.168.1.50	14270	3.461931000
192.168.1.40	192.168.1.50	14271	3.461935000
192.168.1.40	192.168.1.50	14272	3.462181000
192.168.1.40	192.168.1.50	14326	3.477413000
192.168.1.40	192.168.1.50	14328	3.477431000
192.168.1.40	192.168.1.50	14329	3.477435000
192.168.1.40	192.168.1.50	14334	3.477559000
192.168.1.40	192.168.1.50	14422	3.517063000
192.168.1.40	192.168.1.50	14447	3.527088000
192.168.1.40	192.168.1.50	14449	3.527119000
192.168.1.40	192.168.1.50	14451	3.527405000
192.168.1.40	192.168.1.50	14523	3.548322000
192.168.1.40	192.168.1.50	14543	3.553240000
192.168.1.40	192.168.1.50	14545	3.553254000
192.168.1.40	192.168.1.50	14546	3.553261000
192.168.1.40	192.168.1.50	14547	3.553268000
192.168.1.40	192.168.1.50	14682	3.593372000
192.168.1.40	192.168.1.50	14683	3.593380000
192.168.1.40	192.168.1.50	14684	3.593542000
192.168.1.40	192.168.1.50	14712	3.609470000
192.168.1.40	192.168.1.50	14739	3.619055000
192.168.1.40	192.168.1.50	14740	3.619060000
192.168.1.40	192.168.1.50	14741	3.619202000
192.168.1.40	192.168.1.50	14742	3.619206000
192.168.1.40	192.168.1.50	14807	3.629560000
192.168.1.40	192.168.1.50	14809	3.629568000
192.168.1.40	192.168.1.50	14810	3.630438000
192.168.1.40	192.168.1.50	14913	3.664659000
192.168.1.40	192.168.1.50	14921	3.675116000
192.168.1.40	192.168.1.50	14923	3.675123000
192.168.1.40	192.168.1.50	14924	3.675126000
192.168.1.40	192.168.1.50	14925	3.675270000
192.168.1.40	192.168.1.50	15013	3.695103000
192.168.1.40	192.168.1.50	15015	3.695109000
192.168.1.40	192.168.1.50	15023	3.705569000
192.168.1.40	192.168.1.50	15107	3.725764000
192.168.1.40	192.168.1.50	15111	3.731503000
192.168.1.40	192.168.1.50	15112	3.731508000
192.168.1.40	192.168.1.50	15113	3.731512000
192.168.1.40	192.168.1.50	15114	3.731676000
192.168.1.40	192.168.1.50	15206	3.756655000
192.168.1.40	192.168.1.50	15207	3.757095000
192.168.1.40	192.168.1.50	15208	3.757346000
192.168.1.40	192.168.1.50	15294	3.777163000
192.168.1.40	192.168.1.50	15302	3.787422000
192.168.1.40	192.168.1.50	15303	3.787603000
192.168.1.40	192.168.1.50	15304	3.787607000
192.168.1.40	192.168.1.50	15305	3.787610000
192.168.1.40	192.168.1.50	15414	3.807482000
192.168.1.40	192.168.1.50	15415	3.807489000
192.168.1.40	192.168.1.50	15416	3.807675000
192.168.1.40	192.168.1.50	15502	3.822519000
192.168.1.40	192.168.1.50	15565	3.847632000
192.168.1.40	192.168.1.50	15566	3.847793000
192.168.1.40	192.168.1.50	15567	3.847797000
192.168.1.40	192.168.1.50	15568	3.847802000
192.168.1.40	192.168.1.50	15634	3.862742000
192.168.1.40	192.168.1.50	15635	3.862746000
192.168.1.40	192.168.1.50	15640	3.868610000
192.168.1.40	192.168.1.50	15662	3.874052000
192.168.1.40	192.168.1.50	15769	3.899358000
192.168.1.40	192.168.1.50	15770	3.899362000
192.168.1.40	192.168.1.50	15771	3.899533000
192.168.1.40	192.168.1.50	15772	3.899537000
192.168.1.40	192.168.1.50	15780	3.908537000
192.168.1.40	192.168.1.50	15781	3.908543000
192.168.1.40	192.168.1.50	15783	3.908866000
192.168.1.40	192.168.1.50	15857	3.929600000
192.168.1.40	192.168.1.50	15933	3.949183000
192.168.1.40	192.168.1.50	15934	3.949187000
192.168.1.40	192.168.1.50	15936	3.949351000
192.168.1.40	192.168.1.50	15998	3.965126000
192.168.1.40	192.168.1.50	15999	3.965130000
192.168.1.40	192.168.1.50	16000	3.965133000
192.168.1.40	192.168.1.50	16001	3.965306000
192.168.1.40	192.168.1.50	16002	3.965556000
192.168.1.40	192.168.1.50	16088	4.000325000
192.168.1.40	192.168.1.50	16089	4.000330000
192.168.1.40	192.168.1.50	16090	4.000551000
192.168.1.40	192.168.1.50	16181	4.025952000
192.168.1.40	192.168.1.50	16244	4.041209000
192.168.1.40	192.168.1.50	16245	4.041213000
192.168.1.40	192.168.1.50	16246	4.041217000
192.168.1.40	192.168.1.50	16247	4.041360000
192.168.1.40	192.168.1.50	16248	4.041830000
192.168.1.40	192.168.1.50	16249	4.041834000
192.168.1.40	192.168.1.50	16250	4.042051000
192.168.1.40	192.168.1.50	16501	4.071712000
192.168.1.40	192.168.1.50	16610	4.087192000
192.168.1.40	192.168.1.50	16884	4.117342000
192.168.1.40	192.168.1.50	16885	4.117981000
192.168.1.40	192.168.1.50	16886	4.118349000
192.168.1.40	192.168.1.50	16887	4.118565000
192.168.1.40	192.168.1.50	16888	4.118570000
192.168.1.40	192.168.1.50	16889	4.118756000
192.168.1.40	192.168.1.50	17059	4.143442000
192.168.1.40	192.168.1.50	17251	4.163364000
192.168.1.40	192.168.1.50	17292	4.169055000
192.168.1.40	192.168.1.50	17586	4.199248000
192.168.1.40	192.168.1.50	17589	4.199609000
192.168.1.40	192.168.1.50	17613	4.204235000
192.168.1.40	192.168.1.50	17671	4.214043000
192.168.1.40	192.168.1.50	17674	4.214195000
192.168.1.40	192.168.1.50	17678	4.214347000
192.168.1.40	192.168.1.50	17679	4.214352000
192.168.1.40	192.168.1.50	18052	4.259706000
192.168.1.40	192.168.1.50	18266	4.285130000
192.168.1.40	192.168.1.50	18288	4.286151000
192.168.1.40	192.168.1.50	18301	4.286752000
192.168.1.40	192.168.1.50	18339	4.290803000
192.168.1.40	192.168.1.50	18396	4.301360000
192.168.1.40	192.168.1.50	18399	4.301747000
192.168.1.40	192.168.1.50	18419	4.305289000
192.168.1.40	192.168.1.50	18700	4.356263000
192.168.1.40	192.168.1.50	18846	4.391781000
192.168.1.40	192.168.1.50	18962	4.413057000
192.168.1.40	192.168.1.50	18963	4.413068000
192.168.1.40	192.168.1.50	18996	4.418103000
192.168.1.40	192.168.1.50	19147	4.433620000
192.168.1.40	192.168.1.50	19149	4.433635000
192.168.1.40	192.168.1.50	19248	4.448535000
192.168.1.40	192.168.1.50	19537	4.483724000
192.168.1.40	192.168.1.50	19642	4.498698000
192.168.1.40	192.168.1.50	19646	4.499064000
192.168.1.40	192.168.1.50	19753	4.508975000
192.168.1.40	192.168.1.50	19756	4.509610000
192.168.1.40	192.168.1.50	19850	4.524228000
192.168.1.40	192.168.1.50	19989	4.540027000
192.168.1.40	192.168.1.50	19990	4.540249000
192.168.1.40	192.168.1.50	20130	4.560684000
192.168.1.40	192.168.1.50	20372	4.590942000
192.168.1.40	192.168.1.50	20469	4.600539000
192.168.1.40	192.168.1.50	20470	4.600722000
192.168.1.40	192.168.1.50	20471	4.601492000
192.168.1.40	192.168.1.50	20645	4.626110000
192.168.1.40	192.168.1.50	20794	4.641857000
192.168.1.40	192.168.1.50	20795	4.641865000
192.168.1.40	192.168.1.50	20910	4.662227000
192.168.1.40	192.168.1.50	20956	4.667159000
192.168.1.40	192.168.1.50	21138	4.686944000
192.168.1.40	192.168.1.50	21139	4.686951000
192.168.1.40	192.168.1.50	21211	4.697582000
192.168.1.40	192.168.1.50	21265	4.701952000
192.168.1.40	192.168.1.50	21561	4.738308000
192.168.1.40	192.168.1.50	21562	4.738314000
192.168.1.40	192.168.1.50	21684	4.758357000
192.168.1.40	192.168.1.50	21754	4.763009000
192.168.1.40	192.168.1.50	21782	4.768137000
192.168.1.40	192.168.1.50	21783	4.768373000
192.168.1.40	192.168.1.50	21908	4.778871000
192.168.1.40	192.168.1.50	22095	4.803720000
192.168.1.40	192.168.1.50	22273	4.824198000
192.168.1.40	192.168.1.50	22274	4.824205000
192.168.1.40	192.168.1.50	22281	4.824959000
192.168.1.40	192.168.1.50	22419	4.839512000
192.168.1.40	192.168.1.50	22502	4.850252000
192.168.1.40	192.168.1.50	22503	4.850562000
192.168.1.40	192.168.1.50	22564	4.854685000
192.168.1.40	192.168.1.50	22765	4.880117000
192.168.1.40	192.168.1.50	22973	4.905944000
192.168.1.40	192.168.1.50	22974	4.905952000
192.168.1.40	192.168.1.50	23034	4.910882000
192.168.1.40	192.168.1.50	23037	4.910891000
192.168.1.40	192.168.1.50	23039	4.910898000
192.168.1.40	192.168.1.50	23088	4.915783000
192.168.1.40	192.168.1.50	23164	4.926239000
192.168.1.40	192.168.1.50	23435	4.956185000
192.168.1.40	192.168.1.50	23620	4.976785000
192.168.1.40	192.168.1.50	23676	4.982397000
192.168.1.40	192.168.1.50	23733	4.987277000
192.168.1.40	192.168.1.50	23773	4.992312000
192.168.1.40	192.168.1.50	23794	4.996880000
192.168.1.40	192.168.1.50	23824	5.002137000
192.168.1.40	192.168.1.50	23825	5.002144000
192.168.1.40	192.168.1.50	24141	5.038062000
192.168.1.40	192.168.1.50	24299	5.057807000
192.168.1.40	192.168.1.50	24300	5.058693000
192.168.1.40	192.168.1.50	24301	5.058697000
192.168.1.40	192.168.1.50	24475	5.073774000
192.168.1.40	192.168.1.50	24494	5.078059000
192.168.1.40	192.168.1.50	24589	5.089178000
192.168.1.40	192.168.1.50	24597	5.089336000
192.168.1.40	192.168.1.50	24910	5.129134000
192.168.1.40	192.168.1.50	24929	5.134508000
192.168.1.40	192.168.1.50	24931	5.134702000
192.168.1.40	192.168.1.50	24933	5.135156000
192.168.1.40	192.168.1.50	25080	5.170347000
192.168.1.40	192.168.1.50	25081	5.170360000
192.168.1.40	192.168.1.50	25219	5.196309000
192.168.1.40	192.168.1.50	25220	5.196318000
192.168.1.40	192.168.1.50	25751	5.266601000
192.168.1.40	192.168.1.50	25752	5.267166000
192.168.1.40	192.168.1.50	25771	5.271325000
192.168.1.40	192.168.1.50	25860	5.281228000
192.168.1.40	192.168.1.50	25863	5.282038000
192.168.1.40	192.168.1.50	25869	5.282390000
192.168.1.40	192.168.1.50	26152	5.316729000
192.168.1.40	192.168.1.50	26156	5.316924000
192.168.1.40	192.168.1.50	26455	5.352990000
192.168.1.40	192.168.1.50	26458	5.353224000
192.168.1.40	192.168.1.50	26514	5.357689000
192.168.1.40	192.168.1.50	26546	5.363149000
192.168.1.40	192.168.1.50	26548	5.363452000
192.168.1.40	192.168.1.50	26549	5.363457000
192.168.1.40	192.168.1.50	26856	5.399105000
192.168.1.40	192.168.1.50	26857	5.399111000
192.168.1.40	192.168.1.50	26989	5.419327000
192.168.1.40	192.168.1.50	27024	5.423895000
192.168.1.40	192.168.1.50	27075	5.433734000
192.168.1.40	192.168.1.50	27076	5.434169000
192.168.1.40	192.168.1.50	27134	5.439553000
192.168.1.40	192.168.1.50	27140	5.440021000
192.168.1.40	192.168.1.50	27152	5.444684000
192.168.1.40	192.168.1.50	27154	5.444691000
192.168.1.40	192.168.1.50	27274	5.470002000
192.168.1.40	192.168.1.50	27275	5.470006000
192.168.1.40	192.168.1.50	27444	5.495728000
192.168.1.40	192.168.1.50	27464	5.500245000
192.168.1.40	192.168.1.50	27504	5.510931000
192.168.1.40	192.168.1.50	27506	5.511157000
192.168.1.40	192.168.1.50	27533	5.515161000
192.168.1.40	192.168.1.50	27534	5.515354000
192.168.1.40	192.168.1.50	27535	5.515359000
192.168.1.40	192.168.1.50	27536	5.515362000
192.168.1.40	192.168.1.50	27783	5.551315000
192.168.1.40	192.168.1.50	27788	5.551729000
192.168.1.40	192.168.1.50	27977	5.581223000
192.168.1.40	192.168.1.50	27978	5.581392000
192.168.1.40	192.168.1.50	27998	5.592427000
192.168.1.40	192.168.1.50	27999	5.592433000
192.168.1.40	192.168.1.50	28000	5.592437000
192.168.1.40	192.168.1.50	28002	5.592595000
192.168.1.40	192.168.1.50	28061	5.607265000
192.168.1.40	192.168.1.50	28062	5.607269000
192.168.1.40	192.168.1.50	28397	5.648036000
192.168.1.40	192.168.1.50	28398	5.648042000
192.168.1.40	192.168.1.50	28556	5.668305000
192.168.1.40	192.168.1.50	28653	5.678824000
192.168.1.40	192.168.1.50	28657	5.678979000
192.168.1.40	192.168.1.50	28658	5.678984000
192.168.1.40	192.168.1.50	28659	5.678988000
192.168.1.40	192.168.1.50	28697	5.683251000
192.168.1.40	192.168.1.50	29118	5.733726000
192.168.1.40	192.168.1.50	29119	5.733734000
192.168.1.40	192.168.1.50	29267	5.749290000
192.168.1.40	192.168.1.50	29334	5.759889000
192.168.1.40	192.168.1.50	29336	5.759916000
192.168.1.40	192.168.1.50	29338	5.759928000
192.168.1.40	192.168.1.50	29341	5.759940000
192.168.1.40	192.168.1.50	29347	5.760069000
192.168.1.40	192.168.1.50	29747	5.804981000
192.168.1.40	192.168.1.50	29749	5.805147000
192.168.1.40	192.168.1.50	29859	5.815402000
192.168.1.40	192.168.1.50	29975	5.830737000
192.168.1.40	192.168.1.50	29979	5.830975000
192.168.1.40	192.168.1.50	29980	5.830980000
192.168.1.40	192.168.1.50	29981	5.830984000
192.168.1.40	192.168.1.50	30117	5.846591000
192.168.1.40	192.168.1.50	30389	5.876119000
192.168.1.40	192.168.1.50	30390	5.876266000
192.168.1.40	192.168.1.50	30474	5.886883000
192.168.1.40	192.168.1.50	30607	5.902456000
192.168.1.40	192.168.1.50	30608	5.902468000
192.168.1.40	192.168.1.50	30609	5.902472000
192.168.1.40	192.168.1.50	30610	5.902596000
192.168.1.40	192.168.1.50	30744	5.917647000
192.168.1.40	192.168.1.50	31023	5.947571000
192.168.1.40	192.168.1.50	31188	5.967956000
192.168.1.40	192.168.1.50	31194	5.968577000
192.168.1.40	192.168.1.50	31244	5.973221000
192.168.1.40	192.168.1.50	31389	5.994043000
192.168.1.40	192.168.1.50	31390	5.994049000
